# ----------------------------------------
# סקירה כללית של היעד "ניתוח התנועה באתר או באפליקציה"
# חשבון: shukway
# נכס: shukway web
# ----------------------------------------
#  
# תאריך התחלה: 20260319
# תאריך סיום: 20260616
משתמשים שביצעו גלילה,פעילויות באתר,משתמשים חוזרים,ביקורים ראשונים
2386,5059,603,3084

#  
# תאריך התחלה: 20260319
# תאריך סיום: 20260616
מזהה מדינה,משתמשים פעילים
/business/tzachi-fish,65
/business/tzufit,65
/business/elnatan-ben-hamu,63
/categories/bakeries_and_patisseries,63
/route/2,63
/business/ethiopia-spice-shop,60
/business/rakefa,60
/business/itlis-hateomim-magzimof,59
/business/avrahami,58
/business/ben-zion-a-cohen,58
/business/hugo-bar,58
/business/boutique-central,57
/business/maadanei-uri-uvanav,57
/business/super-cheap,57
/business/nyou,55
/business/yehudit,55
/business/murdoch,54
/business/hatachune-shel-shahar,53
/business/naarri-hamarvad,53
/categories/butchers_and_fish,52
/business/morenu-mahane-yehuda,51
/business/bitkat-moshe,50
/business/hummus-eliyahu,50
/business/hadas,49
/business/chamsa-yafo,48
/business/eliyahu-cohen,48
/business/machneyuda-nuts,48
/business/saba-israel,48
/categories/clothing,48
/business/rozmarin-etz-chaim-44,47
/business/mamtakei-azubal-mahane-yehuda,46
/business/roosters,46
/contact,45
/business/green-in-the-market,44
/business/maadanei-chuna-mahane-yehuda,44
/business/ioptix,43
/categories/sweets,43
/categories/wine_and_beverages,43
/categories/public_facilities,42
/categories/street_food,42
/business/bamboo-center,41
/business/chanuna,41
/business/derech-harambam,41
/business/hatzeaka-haachrona,41
/business/mizrachi-fruits-vegetables,41
/business/yaar-hacacau,41
/business/danny-the-barber,40
/business/kahana-nuts,40
/business/zaafran,40
/business/adm-jewelry,39
/business/itlis-david-on,39
/business/sar-shalom,39
/business/takuro-anabasa,39
/business/urbun,39
/business/itlis-david,38
/business/pasta-basta,38
/business/mochtar-fruits-and-vegetables,37
/business/shai-ogen,37
/business/tap-and-tail,37
/categories/jewelry,37
/business/neeman,36
/business/khachapuria,35
/business/atzmon,33
/business/birkat-hashem,33
/business/hellman-bakery,33
/business/freeze-bar,32
/business/aluf-hachamutzim,31
/business/hizdi-afarsek,31
/business/kobe-clothing,31
/business/machbesa-nissim-bachar,31
/business/ateliz-eleh,30
/business/teller-etz-chaim,30
/business/rozmarin-etz-chaim-14,29
/business/tafnukei-eden,29
/subcategory?name=%D7%97%D7%A0%D7%99%D7%94&cat=parking_lots&id=181,29
/business/manu-on-cafe,28
/business/totzeret-haaretz,28
/business/burger-market,27
/business/moreli-jewelry,27
/business/nirplast,27
/categories/fruits_and_vegetables,27
/subcategory?name=%D7%91%D7%95%D7%A8%D7%A7%D7%A1&cat=street_food&id=22,27
/business/jahanun-bar,26
/business/rachmo,26
/business/change-agripas-89,25
/business/dfus-ami-peres,25
/business/mimonis,25
/business/style-shoes,25
/business/zada-machneyuda,25
/business/animal-food,24
/business/chatzot,24
/business/dudu-sweets,24
/business/electro-migdal,24
/business/etrog-etz-chaim,23
/business/lachishes-flowers,23
/business/public-restrooms-agripas-111,23
/business/bigdey-yishai-aharon,22
/business/garinei-afula,22
/business/joel-zuckerman,22
/categories/coffee_and_spices,22
/business/chaim-baladi,21
/business/efraim-bibi-mahane-yehuda,21
/business/rose-wine-and-drinks,21
/categories/bars_and_alcohol,21
/category/morning-recommended,21
/business/bazaar-a-a,20
/business/carmel-shirts,20
/business/hakatzavim-etz-chaim,20
/business/mamlechet-hachalva-mahane-yehuda,20
/business/schroders-wheel,19
/business/ancona,18
/business/beni-halbasha,18
/business/geveret-pilpelet,18
/terms,18
/business/chaim-fish,17
/business/muscat,17
/business/zol-uvegadol,17
/category/food_and_drinks,17
/business/chamsa-mahane-yehuda,16
/business/hacipa,16
/business/jacobi-cracks,16
/business/ofan-chashmali,16
/business/pereg,16
/business/bazaar-meir,15
/business/eliyahu-brothers-delicacies,15
/business/rimon-etz-chaim-59,15
/business/tea-house,15
/categories/cafes,15
/business/beit-zebul-synagogue,14
/business/general-clothing,14
/business/hizdi-etz-chaim,14
/business/iphone-zol,14
/business/schuti-bashuk,14
/categories/atm,14
/categories/pets,14
/business/caf-lyon,13
/business/bunny-lovie,12
/business/fruits-and-vegetables-mahane-yehuda-market,12
/categories/community,12
/help,12
/business/change-yafo-112,11
/business/cookie-craem,11
/subcategory?name=%D7%91%D7%99%D7%AA%20%D7%9E%D7%A8%D7%A7%D7%97%D7%AA&cat=health&id=151,11
/subcategory?name=%D7%A1%D7%91%D7%99%D7%97&cat=street_food&id=20,11
/categories/delis_and_pickles,10
/subcategory?name=%D7%90%D7%95%D7%9B%D7%9C%20%D7%90%D7%9E%D7%A8%D7%99%D7%A7%D7%90%D7%99&cat=restaurants&id=28,10
/business/avraham-levi,9
/business/borochov-avi-hair-design,9
/business/city-of-david-kanafeh,9
/business/mojito,9
/business/yom-tov-shoes,9
/categories/smoking_products,9
/event/night-food-festival,9
/subcategory?name=%D7%9E%D7%A1%D7%A2%D7%93%D7%94%20%D7%90%D7%A1%D7%99%D7%99%D7%AA%D7%99%D7%AA&cat=restaurants&id=27,9
/business/beerbazar,8
/business/marhe-chadash,8
/business/moshe-in-the-farm,8
/business/totzeret-ha-aretz,8
/business/yosef-anaf-asor,8
/categories/judaica,8
/categories/shoes,8
/categories/transport_and_parking,8
/subcategory?name=%D7%90%D7%95%D7%A4%D7%A0%D7%94%20%D7%A1%D7%A4%D7%95%D7%A8%D7%98&cat=clothing&id=105,8
/subcategory?name=%D7%A2%D7%A8%D7%90%D7%99%D7%A1&cat=street_food&id=15,8
/subcategory?name=Bar%20%C3%A0%20manger&cat=bars_and_alcohol&id=34,8
/business/maadanei-tzidkiyahu-chalavi-vedagim,7
/business/tekhelet-art,7
/categories/cellular_and_tech,7
/categories/home_decor,7
/categories/infusions_and_tea,7
/subcategory?name=%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94&cat=street_food&id=13,7
/subcategory?name=%D7%A9%D7%99%D7%A4%D7%95%D7%93%D7%99%D7%9D&cat=street_food&id=18,7
/business/crispy,6
/categories/traditional_sweets,6
/subcategory?name=%D7%91%D7%A8%20%D7%A9%D7%AA%D7%99%D7%99%D7%94&cat=bars_and_alcohol&id=33,6
/business/dor-darvish,5
/business/kol-hachanut-33,5
/business/lotto,5
/business/my-phone,5
/business/nekudat-chen,5
/categories/natural_and_health_products,5
/subcategory?name=%D7%91%D7%A7%D7%9C%D7%90%D7%95%D7%95%D7%94&cat=sweets&id=47,5
/subcategory?name=%D7%9B%D7%A0%D7%90%D7%A4%D7%94&cat=sweets&id=46,5
/subcategory?name=%D7%9C%D7%97%D7%9E%D7%99%D7%9D&cat=bakeries_and_patisseries&id=43,5
/business/pita-basar,4
/categories/gifts_and_souvenirs,4
/categories/soups_and_stews,4
/categories/toys_and_leisure,4
/category/essential_services,4
/subcategory?name=%D7%91%D7%92%D7%93%D7%99%20%D7%94%D7%A8%D7%99%D7%95%D7%9F&cat=clothing&id=108,4
/subcategory?name=%D7%91%D7%92%D7%93%D7%99%D7%9D%20%D7%91%D7%9E%D7%97%D7%99%D7%A8%D7%99%20%D7%A9%D7%95%D7%A7&cat=clothing&id=106,4
/subcategory?name=%D7%91%D7%A8%20%D7%9E%D7%99%D7%A6%D7%99%D7%9D&cat=juices_and_smoothies&id=57,4
/subcategory?name=%D7%97%D7%93%20%D7%A4%D7%A2%D7%9E%D7%99&cat=home_and_kitchen&id=133,4
/subcategory?name=%D7%9B%D7%A8%D7%99%D7%9B%D7%99%D7%9D%20%D7%95%D7%A0%D7%A7%D7%A0%D7%99%D7%A7%D7%99%D7%9D&cat=street_food&id=7,4
/subcategory?name=%D7%9E%D7%96%D7%95%D7%9F%20%D7%9C%D7%97%D7%99%D7%95%D7%AA&cat=pets&id=176,4
/subcategory?name=%D7%9E%D7%9B%D7%95%D7%9C%D7%AA%20%D7%90%D7%A1%D7%99%D7%99%D7%AA%D7%99%D7%AA&cat=grocery_and_supermarket&id=84,4
/subcategory?name=%D7%A1%D7%95%D7%A9%D7%99&cat=street_food&id=21,4
/subcategory?name=%D7%A4%D7%99%D7%A6%D7%94&cat=street_food&id=9,4
/subcategory?name=%D7%A4%D7%9C%D7%90%D7%A4%D7%9C&cat=street_food&id=11,4
/subcategory?name=%D7%A6%D7%99%D7%95%D7%93%20%D7%9E%D7%98%D7%99%D7%99%D7%9C%D7%99%D7%9D&cat=toys_and_leisure&id=143,4
/subcategory?name=%D7%A7%D7%95%D7%A1%D7%9E%D7%98%D7%99%D7%A7%D7%94&cat=beauty&id=148,4
/subcategory?name=%D7%A9%D7%A2%D7%95%D7%A0%D7%99%D7%9D&cat=accessories&id=113,4
/accessibility,3
/business/fruits-and-vegetables-meir-binyamin,3
/business/maadanei-tzidkiyahu-etz-chaim-70,3
/business/rimon-etz-chaim-87,3
/subcategory?name=%D7%90%D7%95%D7%A4%D7%98%D7%99%D7%A7%D7%94&cat=health&id=150,3
/subcategory?name=%D7%97%D7%95%D7%9E%D7%95%D7%A1&cat=street_food&id=4,3
/subcategory?name=%D7%97%D7%9C%D7%91%D7%94%20%D7%95%D7%98%D7%97%D7%99%D7%A0%D7%94&cat=sweets&id=48,3
/subcategory?name=%D7%97%D7%A0%D7%95%D7%AA%20%D7%98%D7%91%D7%A2&cat=natural_and_health_products&id=87,3
/subcategory?name=%D7%99%D7%A8%D7%A7%D7%95%D7%AA%20%D7%A2%D7%9C%D7%99%D7%9D&cat=fruits_and_vegetables&id=74,3
/subcategory?name=%D7%99%D7%A8%D7%A7%D7%95%D7%AA&cat=fruits_and_vegetables&id=71,3
/subcategory?name=%D7%9E%D7%A1%D7%A4%D7%A8%D7%94&cat=beauty&id=147,3
/subcategory?name=%D7%9E%D7%A8%D7%A4%D7%90%D7%AA%20%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D&cat=health&id=152,3
/subcategory?name=%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA&cat=sweets&id=54,3
/subcategory?name=%D7%A4%D7%99%D7%A8%D7%95%D7%AA&cat=fruits_and_vegetables&id=72,3
/subcategory?name=%D7%A4%D7%A8%D7%97%D7%99%D7%9D&cat=gifts_and_souvenirs&id=128,3
/subcategory?name=%D7%A7%D7%95%D7%A0%D7%93%D7%99%D7%98%D7%95%D7%A8%D7%99%D7%94&cat=bakeries_and_patisseries&id=42,3
/subcategory?name=%D7%A7%D7%A8%D7%99%D7%95%D7%98%D7%95%D7%A9&cat=sweets&id=55,3
/subcategory?name=%D7%A9%D7%A0%D7%99%D7%A6%D7%9C&cat=street_food&id=14,3
/business/beauty-li,2
/business/joni-and-kubaneh,2
/business/middle-east,2
/categories/accessories,2
/categories/electric_mobility,2
/categories/juices_and_smoothies,2
/categories/professional_services,2
/subcategory?name=%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%98&cat=clothing&id=107,2
/subcategory?name=%D7%92%D7%91%D7%99%D7%A0%D7%95%D7%AA&cat=delis_and_pickles&id=64,2
/subcategory?name=%D7%9B%D7%A0%D7%90%D7%A4%D7%94%20%D7%91%D7%A9%D7%A8%D7%99%D7%AA&cat=street_food&id=17,2
/subcategory?name=%D7%9E%D7%90%D7%A4%D7%99%D7%99%D7%94&cat=bakeries_and_patisseries&id=41,2
/subcategory?name=%D7%9E%D7%95%D7%A4%D7%9C%D7%98%D7%95%D7%AA&cat=sweets&id=53,2
/subcategory?name=%D7%9E%D7%9B%D7%A9%D7%99%D7%A8%D7%99%20%D7%9B%D7%AA%D7%99%D7%91%D7%94&cat=toys_and_leisure&id=144,2
/subcategory?name=%D7%A4%D7%99%D7%AA%D7%94%20%D7%95%D7%91%D7%A9%D7%A8&cat=street_food&id=10,2
/subcategory?name=%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99%D7%9D&cat=public_facilities&id=179,2
/subcategory?name=Bar%20%C3%A0%20boissons&cat=bars_and_alcohol&id=33,2
/business/calderon,1
/business/rak-besmachot,1
/business/sasson-mordechai-fruits-and-vegetables,1
/categories/beauty,1
/subcategory?name=%D7%90%D7%95%D7%9B%D7%9C%20%D7%91%D7%99%D7%AA%D7%99%20%D7%9E%D7%A1%D7%95%D7%A8%D7%AA%D7%99&cat=restaurants&id=25,1
/subcategory?name=%D7%91%D7%92%D7%93%D7%99%20%D7%92%D7%91%D7%A8%D7%99%D7%9D&cat=clothing&id=101,1
/subcategory?name=%D7%91%D7%92%D7%93%D7%99%20%D7%A0%D7%A9%D7%99%D7%9D&cat=clothing&id=100,1
/subcategory?name=%D7%91%D7%99%D7%A6%D7%99%D7%9D&cat=fruits_and_vegetables&id=75,1
/subcategory?name=%D7%91%D7%99%D7%AA%20%D7%A7%D7%9C%D7%99%D7%99%D7%94&cat=cafes&id=37,1
/subcategory?name=%D7%91%D7%A8%20%D7%99%D7%99%D7%9F&cat=bars_and_alcohol&id=35,1
/subcategory?name=%D7%91%D7%A8%D7%93%20%D7%95%D7%9E%D7%A9%D7%A7%D7%90%D7%95%D7%AA%20%D7%A7%D7%A8%D7%99%D7%9D&cat=sweets&id=52,1
/subcategory?name=%D7%94%D7%9C%D7%91%D7%A9%D7%94%20%D7%AA%D7%97%D7%AA%D7%95%D7%A0%D7%94&cat=clothing&id=103,1
/subcategory?name=%D7%94%D7%9E%D7%91%D7%95%D7%A8%D7%92%D7%A8&cat=street_food&id=3,1
/subcategory?name=%D7%97%D7%9E%D7%95%D7%A6%D7%99%D7%9D%20%D7%95%D7%A1%D7%9C%D7%98%D7%99%D7%9D&cat=delis_and_pickles&id=63,1
/subcategory?name=%D7%97%D7%A0%D7%95%D7%AA%20%D7%9E%D7%96%D7%9B%D7%A8%D7%95%D7%AA&cat=gifts_and_souvenirs&id=125,1
/subcategory?name=%D7%97%D7%A6%D7%90%D7%A4%D7%95%D7%A8%D7%99&cat=street_food&id=5,1
/subcategory?name=%D7%98%D7%9C%D7%99%D7%AA%D7%95%D7%AA%20%D7%95%D7%AA%D7%A4%D7%99%D7%9C%D7%99%D7%9F&cat=judaica&id=123,1
/subcategory?name=%D7%9B%D7%99%D7%A4%D7%95%D7%AA&cat=judaica&id=122,1
/subcategory?name=%D7%9E%D7%90%D7%A4%D7%99%D7%9D%20%D7%AA%D7%99%D7%9E%D7%A0%D7%99%D7%99%D7%9D&cat=street_food&id=8,1
/subcategory?name=%D7%9E%D7%9B%D7%A9%D7%99%D7%A8%D7%99%20%D7%97%D7%A9%D7%9E%D7%9C&cat=hardware_and_electrical&id=137,1
/subcategory?name=%D7%9E%D7%9E%D7%AA%D7%A7%D7%99%D7%9D&cat=sweets&id=49,1
/subcategory?name=%D7%9E%D7%A2%D7%93%D7%A0%D7%99%D7%99%D7%94&cat=delis_and_pickles&id=62,1
/subcategory?name=%D7%9E%D7%A8%D7%A7%D7%99%D7%99%D7%94&cat=soups_and_stews&id=59,1
/subcategory?name=%D7%9E%D7%AA%D7%A0%D7%95%D7%AA%20%D7%99%D7%A4%D7%A0%D7%99%D7%95%D7%AA&cat=gifts_and_souvenirs&id=126,1
/subcategory?name=%D7%A0%D7%A7%D7%95%D7%93%D7%AA%20%D7%9E%D7%99%D7%9D&cat=community&id=172,1
/subcategory?name=%D7%A4%D7%A8%D7%99%D7%A7%D7%A1%D7%94&cat=street_food&id=12,1
/subcategory?name=%D7%A9%D7%95%D7%A7%D7%95%D7%9C%D7%93&cat=sweets&id=50,1
/subcategory?name=%D7%AA%D7%97%D7%91%D7%95%D7%A8%D7%94%20%D7%A6%D7%99%D7%91%D7%95%D7%A8%D7%99%D7%AA&cat=transport_and_parking&id=174,1
/subcategory?name=%D7%AA%D7%9B%D7%A9%D7%99%D7%98%D7%99%20%D7%90%D7%95%D7%A4%D7%A0%D7%94&cat=jewelry&id=119,1
/subcategory?name=Bar%20%C3%A0%20vin&cat=bars_and_alcohol&id=35,1

#  
# תאריך התחלה: 20260319
# תאריך סיום: 20260616
שאילתה אורגנית בחיפוש Google,קליקים אורגניים בחיפוש Google
shukway,170
בנצי דגים,24
הפנינה של ירושלים,24
shuk way,21
שאקל,11
חניון עיני,9
כנאפה ירושלים מחנה יהודה,9
רולדין שוק מחנה יהודה,8
אלנתן בן חמו,5
רולדין מחנה יהודה,5
דובשנית מחנה יהודה,4
עראיס מחנה יהודה,4
רמי לוי בשוק,4
אריכא סביח,3
באבי,3
בורקס רמלה,3
בנצי דגים שוק מחנה יהודה טלפון,3
בשקביץ,3
המטבח מחנה יהודה,3
חניון שוק מחנה יהודה,3
כנאפה ירושלים,3
מיט טיים,3
אריכא מחנה יהודה,2
בורקס רמלה ירושלים,2
גלולס,2
גת עקיבא,2
האחים נחמיה משקאות,2
יין בשוק,2
מאפיית דובשנית,2
מאפיית הלמן,2
משקאות אגריפס,2
נחמיה משקאות ירושלים,2
סמוקי ירושלים,2
צחי דגים מחנה יהודה,2
קפוצ'ינו בשוק,2
שמואל כהן תכשיטים,2
power coffeeworks,1
shokway,1
zol ubegadol,1
אופטיק דב,1
אוריג'ינלס,1
אטליז דוד און,1
אטליז התאומים,1
אטליז מגזימוף,1
אטליז רפאל,1
איבגי מחנה יהודה,1
אינגליש קייק מחירים,1
אניו,1
אקה שווארמה,1
אקה שוק מחנה יהודה,1
ארתור מספרה,1
אתרוג תשמישי קדושה,1
בורקס רמלה מחנה יהודה,1
ביסראבק,1
בניין עיני,1
בנק דיסקונט מחנה יהודה שעות פתיחה,1
בנק דיסקונט סניף מחנה יהודה,1
בסטה בר מחנה יהודה,1
בר בכר,1
ברברה בר בשוק,1
ברברי ירושלים,1
גואה שוק מחנה יהודה,1
דוד דגים מחנה יהודה,1
דפוס חי,1
האחים נחמיה,1
הדסא,1
הטחונה של שחר,1
השווארמה הירושלמית,1
השמן של השוק,1
התפריט של האגס 1,1
חומוס האגס,1
חכמת הבורקס מחיפה,1
חלאתי מחנה יהודה,1
חלוטא,1
חנות למטייל ירושלים,1
חניון אגריפס 88,1
חניון מחנה יהודה,1
חניון שוק מחנה יהודה מחיר,1
חצות מחנה יהודה,1
טעמי השוק,1
טרמינל 3 אלכוהול,1
ישר מחנה יהודה,1
ישר מחניודה,1
כהן חמוצים גאולה טלפון,1
כהן חמוצים מחנה יהודה,1
מאפיית קלדרון,1
מספרת ארתור,1
מרכז הבמבוק ירושלים,1
מרציפן מחנה יהודה שעות פתיחה,1
משכן התכלת,1
משקאות נחמיה,1
נונה בשוק,1
סביח אריכא,1
סביח מחנה יהודה,1
סופר שוק,1
סופר שוק מחנה יהודה,1
סושי טוקיו,1
סימה מחנה יהודה,1
סמוק בורגר,1
סמוקי,1
עולם הטבע ירושלים,1
פאטשו,1
פיצה פיצ יני,1
פיצוחי כהנא,1
פיצוחי עמדי מחנה יהודה,1
פיציני,1
פיש אנד ציפס מחנה יהודה,1
פלאפל האחים לוי,1
צונה מחנה יהודה,1
צחי דגים,1
רולדין,1
שאול תמרוקים אונליין,1
שאול תמרוקים מחנה יהודה,1
שאקל ירושלים,1
שאקל סניפים,1
שבי מרקט,1
שווארמה אקה,1
שוק מחנה יהודה כנאפה,1
שוק קפה מחנה יהודה,1
שפירא כלים,1
שפירא כלים ירושלים,1
תבליני בן יוסף,1
